@relation traind

@attribute MEAN numeric
@attribute MAXF numeric
@attribute MINF numeric
@attribute RANGEF numeric
@attribute KURT numeric
@attribute SKEW numeric
@attribute F_Label {0,1,2,3,4,5,6,7,8}

@data
3.870774,3.983688,3.652954,0.330734,0.383391,0.170849,1
2.359063,2.53067,2.096176,0.434494,-0.272437,0.071853,1
2.347435,2.493286,2.168655,0.324631,0.479585,-0.067595,1
2.346038,2.508926,2.026749,0.482178,1.095237,0.43674,1
2.164518,2.326965,1.854706,0.47226,-0.767213,0.241997,1
6.216152,6.404114,5.997086,0.407028,1.11581,0.982995,1
6.297469,6.520081,6.009293,0.510788,-0.726304,0.692412,1
1.907561,2.087784,1.633835,0.453949,-1.236363,-0.023162,1
2.413529,2.59819,2.091599,0.506592,-0.850147,0.039476,1
3.838286,3.973007,3.569412,0.403595,-0.914757,-0.512208,1
1.816087,2.014923,1.556015,0.458908,-1.096194,-0.098524,1
3.805774,3.908157,3.575134,0.333023,1.252911,0.774219,1
2.01007,2.230835,1.697159,0.533676,-1.124555,0.183343,1
2.401469,2.59819,2.091599,0.506592,-0.693553,0.300918,1
2.351635,2.526474,2.104187,0.422287,1.016453,0.226208,1
3.889862,4.030991,3.652954,0.378036,-0.440225,0.413046,1
6.224668,6.4785,6.022644,0.455856,5.006831,0.49195,1
2.344946,2.504349,2.026749,0.4776,0.74589,0.375678,1
2.351553,2.526474,2.168655,0.357819,0.839227,-0.360035,1
6.583476,6.726456,6.240845,0.485611,-0.659273,0.260249,1
7.141518,8.15239,6.509018,1.643372,-0.639096,0.659823,1
2.35241,2.526474,2.104187,0.422287,0.934182,0.191284,1
1.692578,1.903915,1.353073,0.550842,-1.093095,-0.146012,1
6.904715,7.620239,6.455994,1.164246,-0.794685,0.497221,1
6.209297,6.345749,5.997086,0.348663,0.041304,0.29473,1
3.818918,3.973007,3.569412,0.403595,-1.257532,0.254563,1
2.333981,2.484894,2.103424,0.38147,1.522419,0.686039,1
3.869499,3.983688,3.652954,0.330734,0.777803,0.082437,1
3.839806,4.042435,3.575134,0.4673,-0.457496,0.822203,1
1.794221,1.98822,1.556015,0.432205,-1.194913,-0.085127,1
6.763211,6.970596,6.412888,0.557709,-0.994739,-0.483738,1
3.870031,3.973007,3.652954,0.320053,0.638833,0.037955,1
3.869741,3.983688,3.652954,0.330734,0.696872,0.064614,1
6.629836,6.831741,6.272888,0.558853,-0.649124,0.739433,1
2.352379,2.526474,2.104187,0.422287,0.922668,0.194277,1
6.603496,6.831741,6.272888,0.558853,1.473511,1.207191,1
3.909127,4.073715,3.77388,0.299835,-0.319774,0.782836,1
2.337505,2.493286,2.199173,0.294113,0.288821,0.533431,1
2.346762,2.493286,2.168655,0.324631,0.384379,-0.015973,1
2.341496,2.520752,2.103424,0.417328,1.006721,0.630578,1
6.634532,7.095337,6.105804,0.989532,-1.068506,0.442363,1
3.86369,4.042435,3.575134,0.4673,-0.385794,0.448982,1
3.866327,4.042435,3.585434,0.457001,-0.204366,0.620501,1
2.143737,2.318573,1.854706,0.463867,-0.443398,0.004824,1
3.856101,4.042435,3.575134,0.4673,-0.751066,0.407948,1
3.907092,4.073715,3.77388,0.299835,-0.278862,0.79231,1
2.4429,2.59819,2.091599,0.506592,0.792079,-0.767182,1
2.352015,2.526474,2.168655,0.357819,1.058368,-0.369305,1
3.795625,3.904343,3.633499,0.270844,0.838966,-0.218376,1
2.285817,2.523804,1.982498,0.541306,-1.409865,0.2598,1
2.464497,2.61116,2.168274,0.442886,1.216339,0.347651,1
2.439059,2.59819,2.091599,0.506592,0.262086,-0.69418,1
3.83208,3.98941,3.575134,0.414276,-0.579586,0.832187,1
2.350603,2.53067,2.096176,0.434494,0.054657,0.517576,1
6.987017,7.788467,6.504822,1.283646,-0.699598,0.577812,1
3.866996,4.042435,3.585434,0.457001,-0.234604,0.764425,1
2.35139,2.526474,2.104187,0.422287,0.81178,0.237111,1
6.572861,6.726456,6.240845,0.485611,0.142071,0.696317,1
7.492535,8.830643,6.80275,2.027893,-0.430275,0.856136,1
2.463298,2.61116,2.168274,0.442886,1.291581,0.350184,1
6.377888,6.653214,6.009293,0.643921,-1.109126,0.37531,1
6.583019,6.726456,6.240845,0.485611,-0.642993,0.282989,1
1.800879,1.98822,1.556015,0.432205,-1.183651,-0.118474,1
2.374594,2.59819,2.091599,0.506592,0.100319,0.25209,1
2.167616,2.329254,1.854706,0.474548,-0.761492,0.292863,1
6.213084,6.4785,5.997086,0.481415,3.287546,0.878998,1
2.342463,2.520752,2.096176,0.424576,1.00156,0.600344,1
1.734029,1.937103,1.430893,0.50621,-0.738775,-0.065275,1
2.406738,2.59819,2.091599,0.506592,-0.804903,0.188788,1
6.98115,7.826233,6.009293,1.81694,-1.735975,-0.266546,1
6.664005,6.988144,6.212234,0.775909,-0.72367,0.412145,1
6.571747,6.726456,6.240845,0.485611,0.282595,0.718155,1
2.073631,2.241898,1.719666,0.522232,-1.078387,-0.311489,1
3.870851,3.983688,3.652954,0.330734,0.355081,0.17187,1
2.32293,2.55127,2.065659,0.485611,-1.473635,-0.12151,1
6.676578,7.027054,6.313705,0.713348,-0.658563,0.436976,1
2.35088,2.493286,2.168655,0.324631,0.840994,-0.318283,1
1.730957,1.937103,1.430893,0.50621,-0.687355,-0.109107,1
3.856455,4.042435,3.585434,0.457001,0.092995,0.726649,1
2.456126,2.59819,2.168274,0.429916,1.496326,-0.014763,1
6.772737,6.970596,6.412888,0.557709,-0.752309,-0.615964,1
1.878735,2.073288,1.633835,0.439453,-1.140773,0.068419,1
2.351615,2.526474,2.168655,0.357819,0.786743,-0.348893,1
3.805631,3.908157,3.575134,0.333023,1.296418,0.772393,1
6.216058,6.404114,5.997086,0.407028,1.120436,0.976372,1
1.627625,1.815796,1.353073,0.462723,-1.247447,0.139681,1
3.790538,3.904343,3.620911,0.283432,-0.292827,-0.40106,1
6.212574,6.404114,5.997086,0.407028,2.764393,1.229703,1
2.351289,2.526474,2.104187,0.422287,1.224742,0.17964,1
2.43797,2.59819,2.091599,0.506592,0.115988,-0.656852,1
6.569635,6.77948,6.212234,0.567245,-0.184317,0.972491,1
7.186518,8.220673,6.509018,1.711655,-0.662575,0.665482,1
6.444371,6.796265,6.009293,0.786972,-1.085851,0.250382,1
2.318997,2.55127,2.065659,0.485611,-1.48822,-0.083013,1
2.089826,2.318573,1.823425,0.495148,-0.830907,-0.403412,1
3.805758,3.908157,3.575134,0.333023,1.253851,0.775245,1
2.138231,2.318573,1.854706,0.463867,-0.427237,-0.076978,1
7.107471,7.849503,6.539536,1.309967,-0.44239,0.756797,1
2.17024,2.343369,1.854706,0.488663,-0.734568,0.321822,1
2.108444,2.318573,1.849747,0.468826,-0.849901,-0.437598,1
6.301996,6.52504,6.009293,0.515747,-0.823355,0.650534,1
2.294944,2.523804,1.982498,0.541306,-1.494578,0.160449,1
7.385636,8.647537,6.710052,1.937485,-0.309288,0.883871,1
3.870283,3.983688,3.652954,0.330734,0.507999,0.089059,1
2.349771,2.526474,2.104187,0.422287,1.630574,0.295743,1
2.342934,2.520752,2.096176,0.424576,0.914405,0.572919,1
6.900926,7.35817,6.364822,0.993347,-1.081802,0.268204,1
1.958382,2.151108,1.697159,0.453949,-0.898405,0.053798,1
6.712964,7.194901,6.387711,0.80719,-1.094949,0.384353,1
2.343613,2.493286,2.168655,0.324631,0.07692,0.191415,1
2.370078,2.59819,2.091599,0.506592,0.031013,0.129616,1
6.722544,6.970596,6.272888,0.697708,-1.360783,0.186782,1
3.797229,3.904343,3.633499,0.270844,1.021858,0.011733,1
6.691534,7.063293,6.313705,0.749588,-0.669365,0.444249,1
1.913858,2.087784,1.664734,0.42305,-1.2185,-0.098013,1
6.439695,6.796265,6.009293,0.786972,-1.101494,0.25668,1
2.351595,2.526474,2.168655,0.357819,0.785758,-0.349709,1
7.398107,8.669662,6.617737,2.051926,-0.773887,0.660211,1
6.710611,7.194901,6.387711,0.80719,-1.092544,0.387148,1
6.764585,7.129288,6.313705,0.815582,-1.092896,0.408681,1
6.595335,6.831741,6.272888,0.558853,3.374575,1.415828,1
2.402465,2.59819,2.091599,0.506592,-0.725872,0.284756,1
3.807922,3.935623,3.575134,0.360489,1.648448,1.059409,1
3.850216,4.042435,3.575134,0.4673,-0.916791,0.519028,1
6.783533,6.970596,6.463242,0.507355,-0.568193,-0.636257,1
2.101607,2.318573,1.823425,0.495148,-0.917911,-0.397149,1
2.14953,2.318573,1.854706,0.463867,-0.536162,0.09596,1
6.605273,7.020569,6.105804,0.914764,-1.04635,0.446478,1
1.610329,1.794434,1.353073,0.44136,-1.078607,0.20798,1
2.029213,2.230835,1.719666,0.511169,-1.23762,0.078134,1
2.343637,2.520752,2.096176,0.424576,0.791604,0.538243,1
6.369474,7.41539,5.997086,1.418304,2.476773,1.984653,1
2.333891,2.484894,2.103424,0.38147,1.552951,0.693821,1
2.45588,2.59819,2.168274,0.429916,1.487264,-0.034785,1
2.345086,2.508926,2.026749,0.482178,0.672968,0.371518,1
6.558557,6.697464,6.240845,0.456619,0.295543,0.258747,1
6.213127,6.4785,5.997086,0.481415,3.295067,0.876728,1
2.333074,2.484894,2.103424,0.38147,2.054624,0.767842,1
1.799062,1.98822,1.556015,0.432205,-1.187105,-0.110162,1
3.866845,4.042435,3.585434,0.457001,-0.170988,0.649656,1
1.989255,2.173615,1.697159,0.476456,-1.093961,0.174957,1
2.341654,2.493286,2.168655,0.324631,0.011214,0.330073,1
6.731025,6.970596,6.272888,0.697708,-1.399807,0.045131,1
7.081754,7.826233,6.144333,1.6819,-1.412906,-0.602175,1
2.351063,2.526474,2.104187,0.422287,1.18724,0.25219,1
2.352173,2.526474,2.104187,0.422287,0.898388,0.200893,1
2.352078,2.526474,2.168655,0.357819,1.088764,-0.365243,1
2.342306,2.520752,2.096176,0.424576,1.034345,0.610397,1
2.446829,2.59819,2.091599,0.506592,1.447362,-0.778494,1
2.315817,2.537537,2.065659,0.471878,-1.497149,-0.053803,1
1.710252,1.903915,1.353073,0.550842,-0.899953,-0.137596,1
3.790901,3.914642,3.569412,0.34523,-0.304164,-0.294271,1
1.670147,1.867676,1.353073,0.514603,-1.32059,-0.100844,1
3.834126,3.973007,3.569412,0.403595,-1.185984,-0.34336,1
2.351959,2.526474,2.104187,0.422287,0.961462,0.21407,1
2.373076,2.59819,2.091599,0.506592,0.05232,0.204597,1
3.819204,3.978729,3.575134,0.403595,1.588441,1.379534,1
2.351489,2.526474,2.168655,0.357819,0.818545,-0.334927,1
6.548198,6.693649,6.212234,0.481415,2.071353,0.500998,1
1.999172,2.194214,1.697159,0.497055,-1.1798,0.163417,1
6.560936,6.777573,6.212234,0.565338,1.038328,1.278794,1
6.24575,6.489944,6.009293,0.480652,4.827929,1.570185,1
1.984022,2.173615,1.697159,0.476456,-1.00614,0.144353,1
2.422876,2.59819,2.091599,0.506592,-0.832296,-0.162514,1
2.14163,2.318573,1.854706,0.463867,-0.427395,-0.027765,1
3.868766,4.042435,3.585434,0.457001,-0.118297,0.87342,1
2.351533,2.526474,2.104187,0.422287,1.229887,0.157857,1
3.790188,3.904343,3.569412,0.33493,-0.270891,-0.36612,1
2.352,2.526474,2.168655,0.357819,1.048514,-0.369197,1
2.389059,2.59819,2.091599,0.506592,-0.200391,0.465679,1
3.869415,3.973007,3.652954,0.320053,0.813531,0.080483,1
2.350422,2.526474,2.104187,0.422287,1.347744,0.258392,1
6.272694,7.081985,5.997086,1.0849,8.856048,3.044205,1
2.440232,2.59819,2.091599,0.506592,0.41383,-0.720597,1
3.904611,4.059982,3.764343,0.295639,-0.270307,0.786502,1
7.408707,8.67157,6.71196,1.95961,-0.318238,0.886178,1
2.344778,2.504349,2.026749,0.4776,0.678929,0.387,1
1.689211,1.903915,1.353073,0.550842,-1.132816,-0.145062,1
2.346401,2.508926,2.026749,0.482178,1.224416,0.495433,1
6.852722,7.826233,6.009293,1.81694,-1.79651,0.128369,1
2.352317,2.526474,2.104187,0.422287,0.983978,0.181276,1
2.018786,2.230835,1.697159,0.533676,-1.174711,0.146219,1
2.349719,2.493286,2.168655,0.324631,0.792238,-0.242276,1
7.658695,8.930969,6.80275,2.12822,-0.968348,0.632602,1
6.213374,6.4785,5.997086,0.481415,3.286063,0.85529,1
2.387674,2.59819,2.091599,0.506592,-0.129718,0.482411,1
2.271892,2.510452,1.982498,0.527954,-1.219063,0.399942,1
2.045904,2.236176,1.719666,0.51651,-1.263229,-0.062377,1
3.825856,3.98674,3.575134,0.411606,0.336176,1.143767,1
2.159878,2.318573,1.854706,0.463867,-0.738197,0.277511,1
6.593556,6.856918,6.212234,0.644684,-1.083485,0.534734,1
3.831649,3.973007,3.569412,0.403595,-1.315961,-0.24717,1
6.693042,7.063293,6.313705,0.749588,-0.664425,0.448882,1
6.722668,7.213974,6.387711,0.826263,-1.087164,0.380222,1
3.903735,4.056168,3.764343,0.291824,-0.299113,0.771823,1
6.220839,6.4785,6.022644,0.455856,4.663511,0.637693,1
2.37345,2.59819,2.091599,0.506592,0.049302,0.212537,1
2.351415,2.526474,2.104187,0.422287,1.233793,0.170252,1
6.68572,7.063293,6.313705,0.749588,-0.673971,0.433809,1
2.352411,2.526474,2.104187,0.422287,0.930993,0.174392,1
2.354286,2.53067,2.096176,0.434494,-0.232323,0.310942,1
6.31015,7.248306,5.997086,1.251221,5.052011,2.495872,1
2.436065,2.59819,2.091599,0.506592,-0.104831,-0.56911,1
2.243381,2.503967,1.857376,0.646591,-0.641339,0.613194,1
1.781024,1.98822,1.430893,0.557327,-1.242363,-0.060447,1
2.409442,2.59819,2.091599,0.506592,-0.858118,0.138081,1
2.135741,2.318573,1.854706,0.463867,-0.447305,-0.097999,1
6.384727,6.653214,6.009293,0.643921,-1.098153,0.365086,1
6.668917,6.997299,6.313705,0.683594,-0.688485,0.425087,1
1.893369,2.076721,1.633835,0.442886,-1.225673,0.039898,1
3.857638,4.042435,3.575134,0.4673,-0.670675,0.439839,1
3.798524,3.921127,3.569412,0.351715,-0.439411,0.416335,1
7.198858,8.065414,6.539536,1.525879,-0.577991,0.766695,1
6.864083,7.279968,6.364822,0.915146,-1.294227,0.208094,1
2.336453,2.493286,2.199173,0.294113,0.456995,0.591521,1
2.032742,2.230835,1.719666,0.511169,-1.254472,0.043624,1
3.790957,3.904343,3.620911,0.283432,-0.160662,-0.451394,1
6.794749,6.982803,6.463242,0.519562,-0.692305,-0.593185,1
2.397033,2.59819,2.091599,0.506592,-0.555547,0.343553,1
6.626055,7.054901,6.105804,0.949097,-1.065259,0.444509,1
6.213278,6.404114,5.997086,0.407028,2.388055,1.145143,1
2.065603,2.236176,1.719666,0.51651,-1.161139,-0.247629,1
6.254083,6.971741,5.997086,0.974655,12.129614,3.37225,1
6.642975,7.095337,6.223297,0.87204,-1.077891,0.435126,1
6.774199,6.970596,6.412888,0.557709,-0.715438,-0.632829,1
2.151174,2.318573,1.854706,0.463867,-0.562171,0.122589,1
1.619212,1.807404,1.353073,0.45433,-1.189306,0.167491,1
3.826888,3.973007,3.569412,0.403595,-1.434645,-0.055597,1
6.212544,6.4785,5.997086,0.481415,3.410442,0.927332,1
2.352468,2.526474,2.168655,0.357819,1.237412,-0.304935,1
3.796014,3.916931,3.569412,0.347519,-0.399536,0.27646,1
3.790608,3.904343,3.569412,0.33493,-0.289989,-0.33876,1
3.852731,3.973007,3.569412,0.403595,-0.162958,-0.442734,1
6.753642,7.30896,6.394196,0.914764,-1.034907,0.390213,1
3.858537,4.042435,3.575134,0.4673,-0.637001,0.478058,1
2.440529,2.59819,2.091599,0.506592,0.449083,-0.725576,1
1.901001,2.087784,1.633835,0.453949,-1.239853,0.033824,1
3.907492,4.073715,3.77388,0.299835,-0.292168,0.789005,1
1.67847,1.880264,1.353073,0.527191,-1.259907,-0.141633,1
6.546307,6.693649,6.212234,0.481415,2.646762,0.13014,1
6.210917,6.404114,5.997086,0.407028,4.057313,1.426891,1
3.807376,3.935623,3.575134,0.360489,1.86073,1.064911,1
3.81918,3.973007,3.569412,0.403595,-1.270639,0.245002,1
3.87025,3.983688,3.652954,0.330734,0.513288,0.080535,1
3.85067,3.973007,3.569412,0.403595,-0.25101,-0.503614,1
2.350195,2.526474,2.104187,0.422287,1.373711,0.277479,1
1.613487,1.794434,1.353073,0.44136,-1.123734,0.192326,1
3.823046,3.973007,3.569412,0.403595,-1.406102,0.096415,1
6.38698,6.666183,6.009293,0.656891,-1.107876,0.356703,1
3.866648,4.042435,3.585434,0.457001,-0.181896,0.640642,1
3.790468,3.904343,3.569412,0.33493,-0.301354,-0.359469,1
1.925003,2.118301,1.664734,0.453568,-1.105201,-0.104565,1
6.680296,7.063293,6.313705,0.749588,-0.67157,0.43151,1
1.802082,1.98822,1.556015,0.432205,-1.181159,-0.124304,1
3.92385,4.110336,3.780746,0.32959,-0.642316,0.693416,1
6.557518,6.697464,6.240845,0.456619,0.607181,0.289254,1
3.865677,4.042435,3.585434,0.457001,-0.240041,0.568844,1
7.237324,8.192444,6.710052,1.482391,-0.55803,0.779454,1
7.712233,8.930969,6.873322,2.057648,-1.147603,0.530344,1
1.663355,1.85051,1.353073,0.497437,-1.351738,-0.045087,1
7.274206,8.293533,6.710052,1.583481,-0.535289,0.795873,1
6.558068,6.697464,6.240845,0.456619,0.423394,0.298721,1
6.863617,7.513046,6.441879,1.071167,-0.901152,0.436544,1
6.579394,6.791687,6.212234,0.579453,-0.761536,0.745711,1
6.2384,6.489944,6.022644,0.4673,7.606809,2.046072,1
2.146249,2.318573,1.854706,0.463867,-0.474198,0.045329,1
6.674018,7.019424,6.313705,0.705719,-0.664576,0.43447,1
6.800737,6.982803,6.463242,0.519562,-0.790268,-0.60305,1
3.876838,4.003906,3.652954,0.350952,-0.332875,0.239803,1
3.793503,3.904343,3.633499,0.270844,0.31889,-0.42331,1
6.578463,6.726456,6.240845,0.485611,-0.475917,0.447395,1
6.212312,6.4785,5.997086,0.481415,3.505782,0.95468,1
7.161379,8.1604,6.509018,1.651382,-0.64357,0.665296,1
6.878716,7.826233,6.009293,1.81694,-1.812036,0.049416,1
2.432797,2.59819,2.091599,0.506592,-0.416449,-0.435668,1
3.85091,3.973007,3.569412,0.403595,-0.258374,-0.489292,1
1.86008,2.066422,1.633835,0.432587,-0.9577,-0.002641,1
6.60775,6.856918,6.212234,0.644684,-1.059251,0.458888,1
6.70583,7.184601,6.381607,0.802994,-1.096171,0.389233,1
6.777104,6.970596,6.412888,0.557709,-0.651032,-0.660541,1
2.345437,2.508926,2.026749,0.482178,0.797331,0.373766,1
6.82948,7.423019,6.429672,0.993347,-0.971865,0.410543,1
6.388106,6.666183,6.009293,0.656891,-1.112343,0.35234,1
2.063291,2.236176,1.719666,0.51651,-1.18434,-0.227703,1
6.494009,7.59697,5.997086,1.599884,-0.077407,1.273865,1
6.608414,6.856918,6.212234,0.644684,-1.065725,0.452356,1
2.351541,2.526474,2.168655,0.357819,0.791588,-0.348269,1
6.556506,7.622147,5.997086,1.625061,-0.705975,1.021687,1
2.345878,2.493286,2.168655,0.324631,0.278733,0.039096,1
6.584231,6.726456,6.272888,0.453568,-0.757742,0.237157,1
6.231215,6.4785,6.022644,0.455856,4.654072,0.635152,1
6.813098,6.982803,6.463242,0.519562,-0.103871,-0.698869,1
2.432553,2.59819,2.091599,0.506592,-0.435182,-0.424855,1
2.462665,2.61116,2.168274,0.442886,1.314536,0.345529,1
3.853432,4.042435,3.575134,0.4673,-0.865244,0.436376,1
6.643231,7.661819,5.997086,1.664734,-1.27379,0.721883,1
3.813432,3.973007,3.569412,0.403595,-0.992873,0.401333,1
3.93273,4.145432,3.780746,0.364685,-0.801138,0.61155,1
3.863772,4.042435,3.575134,0.4673,-0.377652,0.450043,1
6.577769,6.726456,6.240845,0.485611,-0.443913,0.477567,1
6.390366,6.666183,6.009293,0.656891,-1.121925,0.343448,1
2.35243,2.526474,2.104187,0.422287,0.927488,0.190887,1
3.87118,3.983688,3.652954,0.330734,0.240864,0.181192,1
7.018738,7.694626,6.364822,1.329803,-0.280524,0.686319,1
6.350776,6.590271,6.009293,0.580978,-1.213413,0.39274,1
6.441918,6.796265,6.009293,0.786972,-1.098165,0.252625,1
3.866354,3.973007,3.652954,0.320053,-0.020536,0.111048,1
2.427768,2.59819,2.091599,0.506592,-0.709944,-0.243535,1
6.327791,7.315445,5.997086,1.318359,4.061464,2.316768,1
6.476139,6.826782,6.009293,0.81749,-0.933474,0.290487,1
3.793015,3.904343,3.633499,0.270844,0.282093,-0.449917,1
7.196864,8.239746,6.509018,1.730728,-0.667979,0.666571,1
6.821467,6.982803,6.463242,0.519562,0.133335,-0.603777,1
3.843548,3.973007,3.569412,0.403595,-0.371295,-0.697116,1
6.558269,6.697464,6.240845,0.456619,0.367148,0.282862,1
2.429251,2.59819,2.091599,0.506592,-0.626602,-0.298622,1
2.3524,2.526474,2.104187,0.422287,0.94234,0.192731,1
2.097702,2.318573,1.823425,0.495148,-0.910278,-0.389796,1
3.868938,4.042435,3.585434,0.457001,-0.108492,0.874081,1
3.795183,3.904343,3.633499,0.270844,0.734477,-0.293826,1
1.791278,1.98822,1.556015,0.432205,-1.194032,-0.062424,1
2.333352,2.484894,2.103424,0.38147,1.848092,0.746675,1
2.333279,2.484894,2.103424,0.38147,1.948559,0.755503,1
7.100438,7.849503,6.539536,1.309967,-0.428046,0.754913,1
2.352433,2.526474,2.104187,0.422287,0.930611,0.173783,1
6.913193,7.826233,6.009293,1.81694,-1.811363,-0.055407,1
6.21084,6.404114,5.997086,0.407028,4.140854,1.434164,1
6.211995,6.4785,5.997086,0.481415,3.668963,0.993363,1
2.181323,2.421188,1.857376,0.563812,-0.685323,0.431388,1
6.222472,6.4785,6.022644,0.455856,4.871973,0.59272,1
2.172823,2.346039,1.854706,0.491333,-0.727733,0.334414,1
6.582986,6.806946,6.212234,0.594711,-0.923267,0.662724,1
2.403103,2.59819,2.091599,0.506592,-0.73927,0.272599,1
2.055802,2.236176,1.719666,0.51651,-1.239484,-0.15726,1
3.794028,3.916931,3.569412,0.347519,-0.327587,0.125308,1
6.21341,6.4785,5.997086,0.481415,3.291431,0.851296,1
3.790335,3.904343,3.620911,0.283432,-0.322968,-0.378298,1
6.576674,6.791687,6.212234,0.579453,-0.577268,0.826071,1
6.226139,6.4785,6.022644,0.455856,4.843528,0.37985,1
6.217913,6.4785,6.022644,0.455856,3.875147,0.665156,1
2.442012,2.59819,2.091599,0.506592,0.658656,-0.752502,1
7.044882,7.826233,6.144333,1.6819,-1.56882,-0.47084,1
6.588961,7.661819,5.997086,1.664734,-0.939334,0.909326,1
2.081323,2.259064,1.719666,0.539398,-0.918707,-0.382882,1
6.251865,6.489944,6.009293,0.480652,2.558611,1.133833,1
6.640329,6.919861,6.212234,0.707626,-0.990842,0.350029,1
6.559256,6.777573,6.212234,0.565338,1.504666,1.379078,1
3.859428,3.973007,3.638077,0.33493,-0.327303,-0.196516,1
1.781661,1.98822,1.430893,0.557327,-1.240876,-0.061146,1
6.792377,7.129288,6.313705,0.815582,-1.243959,0.374825,1
2.081943,2.26059,1.719666,0.540924,-0.901882,-0.379324,1
6.41346,6.698608,6.009293,0.689316,-1.101455,0.314428,1
6.595843,6.831741,6.272888,0.558853,3.233998,1.407177,1
3.862277,4.042435,3.575134,0.4673,-0.454842,0.49999,1
2.430864,2.59819,2.091599,0.506592,-0.529425,-0.364014,1
6.549663,6.697464,6.212234,0.485229,1.989156,-0.009219,1
2.343988,2.493286,2.168655,0.324631,0.110265,0.17032,1
6.331377,7.315445,5.997086,1.318359,3.874075,2.281319,1
3.800557,3.94783,3.569412,0.378418,-0.154496,0.589808,1
3.869643,3.973007,3.652954,0.320053,0.524477,0.063431,1
3.851789,4.042435,3.575134,0.4673,-0.905507,0.477769,1
2.009385,2.230835,1.697159,0.533676,-1.13408,0.17852,1
2.160613,2.318573,1.854706,0.463867,-0.744726,0.274569,1
6.909009,7.826233,6.009293,1.81694,-1.812891,-0.04226,1
2.3486,2.493286,2.168655,0.324631,0.626001,-0.154694,1
1.910676,2.087784,1.633835,0.453949,-1.236187,-0.063225,1
2.350619,2.493286,2.168655,0.324631,0.839639,-0.301697,1
2.352002,2.526474,2.168655,0.357819,1.051603,-0.369596,1
2.391421,2.59819,2.091599,0.506592,-0.309847,0.429999,1
6.842048,7.216263,6.364822,0.85144,-1.350339,0.260657,1
3.90203,4.056168,3.764343,0.291824,-0.343147,0.74536,1
3.821344,3.978729,3.575134,0.403595,1.196809,1.329338,1
7.057623,7.941055,6.509018,1.432037,-0.661207,0.618673,1
2.150352,2.318573,1.854706,0.463867,-0.548747,0.109156,1
2.453654,2.59819,2.091599,0.506592,1.822278,-0.180646,1
3.897145,4.030991,3.71666,0.314331,-0.394216,0.646951,1
6.601173,6.831741,6.272888,0.558853,1.968726,1.285696,1
1.695947,1.903915,1.353073,0.550842,-1.054592,-0.147219,1
2.441117,2.59819,2.091599,0.506592,0.528498,-0.737571,1
6.557752,6.955338,6.105804,0.849533,-0.890494,0.446025,1
6.266325,6.489944,6.009293,0.480652,0.285936,0.859977,1
6.700151,6.970596,6.272888,0.697708,-1.02819,0.475592,1
6.424813,6.707001,6.009293,0.697708,-1.100473,0.292697,1
6.435033,6.732941,6.009293,0.723648,-1.102479,0.267661,1
6.561582,6.777573,6.212234,0.565338,0.87435,1.237744,1
2.804158,2.989197,2.466965,0.522232,9.453413,0.917791,2
1.223984,1.475906,0.913239,0.562668,-0.763944,0.559934,2
2.804877,2.989197,2.466965,0.522232,4.747572,1.13313,2
2.799496,2.959824,2.589798,0.370026,8.501955,0.864255,2
2.802776,2.989197,2.466965,0.522232,12.098493,1.135648,2
1.207876,1.401901,0.871277,0.530624,0.162918,-0.456912,2
3.746714,4.481506,3.40271,1.078796,11.556093,3.368306,2
2.849954,3.023148,2.556992,0.466156,-0.600189,0.862353,2
3.845824,4.218674,3.514099,0.704575,-0.731165,0.658449,2
2.804058,2.989197,2.466965,0.522232,6.190467,1.225917,2
2.044875,2.775574,1.426315,1.349258,-0.998051,0.415469,2
1.193656,1.401901,0.871277,0.530624,-0.834005,-0.068567,2
3.712355,3.917694,3.40271,0.514984,2.748947,0.60808,2
1.324674,1.613998,0.977707,0.636292,-1.250726,0.137768,2
2.872866,3.033447,2.565384,0.468063,-0.969503,-0.011266,2
1.320582,1.586533,0.977707,0.608826,-1.254059,0.154043,2
1.284958,1.532745,0.977707,0.555038,-1.180918,0.30182,2
1.211935,1.401901,0.819778,0.582123,0.136035,-0.10404,2
2.801921,2.989197,2.466965,0.522232,12.669701,1.222287,2
1.169284,1.386642,0.871277,0.515366,-0.47196,0.303475,2
3.716809,4.029465,3.40271,0.626755,19.687801,2.847916,2
5.813283,7.907104,3.522873,4.384232,-1.732988,-0.326931,2
2.817775,3.009415,2.556992,0.452423,4.587192,1.208157,2
3.708535,3.917694,3.40271,0.514984,5.186367,0.356468,2
2.806492,2.955627,2.589798,0.365829,6.744885,0.523571,2
2.859953,3.033447,2.556992,0.476456,-1.106279,0.367153,2
2.80715,2.969742,2.466965,0.502777,12.388685,0.407524,2
3.709238,3.917694,3.501511,0.416183,3.960685,0.423688,2
1.257946,1.528168,0.927734,0.600433,-1.030897,0.440158,2
1.511614,1.828003,1.189804,0.638199,-1.008795,0.256028,2
1.165831,1.386642,0.913239,0.473404,-0.490286,0.121811,2
2.799416,2.959824,2.589798,0.370026,8.601494,0.872903,2
2.795947,2.964783,2.589798,0.374985,10.696676,0.885099,2
1.381893,1.672363,1.042938,0.629425,-1.118318,0.012843,2
2.806632,2.955627,2.589798,0.365829,6.875783,0.527968,2
2.821056,3.009415,2.556992,0.452423,4.978348,1.063148,2
2.829043,3.009415,2.556992,0.452423,3.240168,0.947968,2
